client timestamp,button,state,x,y
15027,NoButton,Move,1298,739
15034,NoButton,Move,1298,739
15043,NoButton,Move,1298,739
15051,NoButton,Move,1298,739
15059,NoButton,Move,1299,739
15066,NoButton,Move,1299,738
15075,NoButton,Move,1301,738
15083,NoButton,Move,1302,738
15090,NoButton,Move,1302,738
15098,NoButton,Move,1302,736
15106,NoButton,Move,1302,736
15115,NoButton,Move,1302,736
15123,NoButton,Move,1302,736
15131,NoButton,Move,1304,735
15139,NoButton,Move,1305,735
15147,NoButton,Move,1305,735
15155,NoButton,Move,1307,733
15163,NoButton,Move,1307,733
15171,NoButton,Move,1307,733
15178,NoButton,Move,1307,733
15187,NoButton,Move,1307,733
15194,NoButton,Move,1307,733
15202,NoButton,Move,1307,733
15211,NoButton,Move,1307,733
15216,Left,Pressed,1307,733
15216,Left,Released,1307,733
15891,NoButton,Move,1307,733
15899,NoButton,Move,1307,733
15907,NoButton,Move,1307,733
15915,NoButton,Move,1307,733
15923,NoButton,Move,1307,733
15931,NoButton,Move,1307,733
15939,NoButton,Move,1307,733
15946,NoButton,Move,1307,733
15955,NoButton,Move,1307,733
15963,NoButton,Move,1307,733
15971,NoButton,Move,1307,733
15979,NoButton,Move,1306,733
15986,NoButton,Move,1304,734
15995,NoButton,Move,1301,736
16002,NoButton,Move,1300,736
16011,NoButton,Move,1298,739
16019,NoButton,Move,1297,739
16027,NoButton,Move,1295,739
16035,NoButton,Move,1295,739
16043,NoButton,Move,1295,739
16051,NoButton,Move,1295,739
16058,NoButton,Move,1295,739
16067,NoButton,Move,1295,739
16075,NoButton,Move,1295,739
16083,NoButton,Move,1295,739
16091,NoButton,Move,1295,739
16099,NoButton,Move,1295,739
16106,NoButton,Move,1295,739
16115,NoButton,Move,1295,739
16123,NoButton,Move,1295,739
16130,NoButton,Move,1295,739
16139,NoButton,Move,1295,739
16147,NoButton,Move,1295,739
16155,NoButton,Move,1295,739
16163,NoButton,Move,1295,739
16171,NoButton,Move,1295,739
16179,NoButton,Move,1295,739
16187,NoButton,Move,1295,739
16195,NoButton,Move,1295,739
16203,NoButton,Move,1295,739
16210,NoButton,Move,1295,739
16218,NoButton,Move,1295,739
16227,NoButton,Move,1294,739
16235,NoButton,Move,1291,739
16243,NoButton,Move,1289,739
16250,NoButton,Move,1289,739
16258,NoButton,Move,1286,739
16267,NoButton,Move,1285,739
16275,NoButton,Move,1283,740
16283,NoButton,Move,1282,740
16291,NoButton,Move,1280,740
16299,NoButton,Move,1280,740
16307,NoButton,Move,1280,742
16315,NoButton,Move,1280,742
16323,NoButton,Move,1280,742
16331,NoButton,Move,1280,742
16339,NoButton,Move,1280,742
16347,NoButton,Move,1280,742
16355,NoButton,Move,1280,742
16363,NoButton,Move,1280,742
16371,NoButton,Move,1280,742
16379,NoButton,Move,1280,742
16387,NoButton,Move,1280,742
16395,NoButton,Move,1280,742
16402,NoButton,Move,1280,742
16411,NoButton,Move,1280,742
16419,NoButton,Move,1280,742
16427,NoButton,Move,1280,742
16435,NoButton,Move,1280,742
16442,NoButton,Move,1280,742
16451,NoButton,Move,1280,742
16459,NoButton,Move,1280,742
16467,NoButton,Move,1280,742
16475,NoButton,Move,1280,742
16480,Left,Pressed,1280,742
16480,Left,Released,1280,742
